"","X","OPE.ID","School","State","Zip.Code","School.Type","Subsidized.Recipients","Subsidized.Num.of.Loans.Originated","Subsidized.Dollars.of.Loans.Originated","Subsidized.Num.of.Disbursements","Subsidized.Dollars.of.Disbursements","Unsubsidized.Undergrad.Recipients","Unsubsidized.Undergrad.Num.of.Loans.Originated","Unsubsidized.Undergrad.Dollars.of.Loans.Originated","Unsubsidized.Undergrad.Num.of.Disbursements","Unsubsidized.Undergrad.Dollars.of.Disbursements","Unsubsidized.Graduate.Recipients","Unsubsidized.Graduate.Num.of.Loans.Originated","Unsubsidized.Graduate.Dollars.of.Loans.Originated","Unsubsidized.Graduate.Num.of.Disbursements","Unsubsidized.Graduate.Dollars.of.Disbursements","Parent.Plus.Recipients","Parent.Plus.Num.of.Loans.Originated","Parent.Plus.Dollars.of.Loans.Originated","Parent.Plus.Num.of.Disbursements","Parent.Plus.Dollars.of.Disbursements","Grad.Plus.Recipients","Grad.Plus.Num.of.Loans.Originated","Grad.Plus.Dollars.of.Loans.Originated","Grad.Plus.Num.of.Disbursements","Grad.Plus.Dollars.of.Disbursements"
"1802",1802,486600,"STAUTZENBERGER COLLEGE","OH","435374007","Proprietary",446,447,1299598,485,513191,495,496,2144930,537,825955,NA,NA,NA,NA,NA,16,16,101533,16,33775,NA,NA,NA,NA,NA
"1803",1803,488200,"OREGON HEALTH & SCIENCE UNIVERSITY","OR","972393098","Public",306,312,1451884,313,517385,288,289,1830456,290,613448,220,229,4535666,232,1541425,19,20,449928,20,149974,558,800,5287878,801,1873474
"1804",1804,489000,"CENTRAL PENN COLLEGE","PA","170930309","Proprietary",237,237,761682,258,304144,298,300,1238764,339,511917,4,4,44087,4,18708,36,36,313227,41,119304,NA,NA,NA,NA,NA
"1805",1805,489900,"UPMC MERCY SCHOOL OF NURSING","PA","152195166","Private-Nonprofit",21,21,69806,21,34903,27,28,164694,28,82347,NA,NA,NA,NA,NA,1,1,7000,1,3500,NA,NA,NA,NA,NA
"1806",1806,490200,"PENN COMMERCIAL BUSINESS/TECHNICAL SCHOOL","PA","153012871","Proprietary",40,40,132760,49,72168,47,47,207118,59,118706,NA,NA,NA,NA,NA,6,6,27884,7,22200,NA,NA,NA,NA,NA
"1807",1807,492000,"TRIDENT TECHNICAL COLLEGE","SC","294064607","Public",935,958,3245472,958,1224793,763,856,3282348,856,1216933,NA,NA,NA,NA,NA,26,26,221382,26,89004,NA,NA,NA,NA,NA
"1808",1808,492300,"CLINTON COLLEGE","SC","297305152","Private-Nonprofit",64,64,254390,64,127814,92,92,463985,92,232355,NA,NA,NA,NA,NA,1,1,9178,1,3039,NA,NA,NA,NA,NA
"1809",1809,492500,"HORRY GEORGETOWN TECHNICAL COLLEGE","SC","295269521","Public",1401,1415,4677361,1416,2346693,1424,1506,7025733,1506,3518462,NA,NA,NA,NA,NA,32,32,424527,32,212266,NA,NA,NA,NA,NA
"1810",1810,492600,"TRI-COUNTY TECHNICAL COLLEGE","SC","296709133","Public",432,433,1434849,433,707644,501,508,1692100,508,819441,NA,NA,NA,NA,NA,120,120,1465189,120,728622,NA,NA,NA,NA,NA
"1811",1811,492700,"UNIVERSITY OF SOUTH CAROLINA - UNION","SC","293790729","Public",109,109,421339,109,210673,117,122,551919,122,275966,NA,NA,NA,NA,NA,4,4,32425,4,16213,NA,NA,NA,NA,NA
"1812",1812,493800,"SOUTH COLLEGE","TN","379093323","Proprietary",1565,1584,5196272,1803,2118231,1600,1609,8215702,1784,3186672,201,201,3951062,201,1332419,74,75,784613,83,280018,118,121,4147651,121,1377799
"1813",1813,494900,"BAYLOR COLLEGE OF MEDICINE","TX","770303498","Private-Nonprofit",NA,NA,NA,NA,NA,1,1,7000,1,3500,482,482,13776300,488,7362775,NA,NA,NA,NA,NA,174,174,4642208,175,2466647
"1814",1814,495100,"UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON","TX","770305400","Public",86,87,434013,87,217008,75,76,470700,76,236352,900,917,27731862,947,14218774,8,9,126555,9,63778,191,199,2808340,220,1554755
"1815",1815,495200,"UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON","TX","775551305","Public",229,229,1140443,229,549055,182,184,1022572,184,521199,600,602,10247143,602,4311875,7,7,119621,7,58371,84,88,1573479,88,611368
"1816",1816,497200,"GALVESTON COLLEGE","TX","775507447","Public",74,74,280674,74,140336,82,82,387262,82,193627,NA,NA,NA,NA,NA,3,3,34062,3,17032,NA,NA,NA,NA,NA
"1817",1817,497700,"SOUTH TEXAS COLLEGE OF LAW HOUSTON","TX","770027006","Private-Nonprofit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,581,10498560,584,6102510,NA,NA,NA,NA,NA,589,591,12762652,606,7663690
"1818",1818,499900,"BELLINGHAM TECHNICAL COLLEGE","WA","982251599","Public",117,117,416076,159,177526,119,119,616395,161,263810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1819",1819,500000,"PIERCE COLLEGE","WA","984981919","Public",486,486,1725477,765,744763,531,534,3055111,810,1242363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1820",1820,500100,"EDMONDS COMMUNITY COLLEGE","WA","980365999","Public",134,134,460811,206,213885,151,151,733851,234,335765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1821",1821,500600,"WALLA WALLA COMMUNITY COLLEGE","WA","993629267","Public",187,187,710493,187,240776,171,171,829957,171,278552,NA,NA,NA,NA,NA,3,3,32732,3,9100,NA,NA,NA,NA,NA
"1822",1822,500700,"WEST VIRGINIA JUNIOR COLLEGE","WV","265055596","Proprietary",66,66,231101,67,89490,74,74,308853,74,115450,NA,NA,NA,NA,NA,10,10,87758,10,29256,NA,NA,NA,NA,NA
"1823",1823,500800,"MOUNTAIN STATE COLLEGE","WV","261013993","Proprietary",6,6,23000,6,7668,6,6,33000,6,11500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1824",1824,501500,"UNIVERSITY OF WISCONSIN - PARKSIDE","WI","531412000","Public",886,899,3654075,899,1861312,1032,1074,4855401,1074,2495563,222,227,3337587,227,1767206,51,51,488810,51,256192,1,1,11736,1,5868
"1825",1825,501900,"UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS","PR","6810118","Private-Nonprofit",80,80,197803,101,110478,52,52,183400,58,95950,63,63,546250,91,321500,NA,NA,NA,NA,NA,26,26,190250,26,95125
"1826",1826,502200,"UNIVERSIDAD CENTRAL DE BAYAMON","PR","9601725","Private-Nonprofit",NA,NA,NA,NA,NA,6,6,44000,6,11475,116,116,925042,117,252425,NA,NA,NA,NA,NA,2,2,18500,2,4625
"1827",1827,502600,"INTER AMERICAN UNIVERSITY OF PUERTO RICO - ARECIBO CAMPUS","PR","6144050","Private-Nonprofit",156,159,716028,159,375197,36,37,152931,37,83931,167,170,1944081,170,776239,1,1,4000,1,2000,32,32,296000,32,136160
"1828",1828,502700,"INTER AMERICAN UNIVERSITY OF PUERTO RICO - BARRANQUITAS CAMPUS","PR","7940517","Private-Nonprofit",52,52,199950,52,121350,12,12,32000,12,17000,62,63,576649,63,284825,1,1,3000,1,3000,NA,NA,NA,NA,NA
"1829",1829,502800,"INTER AMERICAN UNIVERSITY OF PUERTO RICO - BAYAMON CAMPUS","PR","9576257","Private-Nonprofit",114,116,476967,116,264717,35,35,117949,35,73699,25,25,145333,25,76331,7,7,48000,7,27000,NA,NA,NA,NA,NA
"1830",1830,502900,"INTER AMERICAN UNIVERSITY OF PUERTO RICO - PONCE CAMPUS","PR","7151612","Private-Nonprofit",328,330,1323328,330,736508,63,63,174200,63,104400,294,294,2047198,294,1030949,5,5,42500,5,23000,NA,NA,NA,NA,NA
"1831",1831,503400,"AMERICAN UNIVERSITY IN CAIRO (THE)","","11835","Foreign-Private",7,7,29315,7,15533,5,5,18435,5,9218,7,7,122227,7,70977,1,1,23776,1,11888,1,2,8337,2,3230
"1832",1832,510200,"SCHOOL OF DIAGNOSTIC IMAGING-CLEVELAND CLINIC HEALTH SYSTEM","OH","441191090","Private-Nonprofit",17,17,59417,17,29713,16,16,79513,17,39757,NA,NA,NA,NA,NA,1,1,8352,1,4176,NA,NA,NA,NA,NA
"1833",1833,520400,"BEAL COLLEGE","ME","44016896","Proprietary",67,67,256144,67,127895,71,71,456079,74,226579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1834",1834,520800,"COLLEGE OF WESTCHESTER (THE)","NY","106061231","Proprietary",123,123,488389,168,224177,120,121,525239,165,238760,NA,NA,NA,NA,NA,11,11,78264,12,37563,NA,NA,NA,NA,NA
"1835",1835,522000,"SALT LAKE COMMUNITY COLLEGE","UT","841230000","Public",1474,1474,4833273,1474,2644011,642,642,2227628,642,1239308,NA,NA,NA,NA,NA,2,2,19500,2,9750,NA,NA,NA,NA,NA
"1836",1836,524400,"BLUEGRASS COMMUNITY & TECHNICAL COLLEGE","KY","405060235","Public",1624,1626,5857522,1626,2926446,1567,1614,7134074,1614,3570210,NA,NA,NA,NA,NA,13,13,112211,13,56109,NA,NA,NA,NA,NA
"1837",1837,524500,"UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE AT MORRILTON","AR","721109601","Public",161,161,517823,162,260534,156,156,574442,156,288050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",1838,525200,"RIDGEWATER COLLEGE","MN","562012098","Public",583,625,1950303,625,1007886,728,777,3549056,777,1830833,NA,NA,NA,NA,NA,7,7,44654,7,22327,NA,NA,NA,NA,NA
"1839",1839,525800,"HAWAII COMMUNITY COLLEGE","HI","967204075","Public",64,64,229309,64,115782,68,68,245127,68,122694,NA,NA,NA,NA,NA,1,1,10000,1,5000,NA,NA,NA,NA,NA
"1840",1840,526300,"MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE","MN","562411096","Public",336,347,1180812,347,593478,378,400,1815253,400,910369,NA,NA,NA,NA,NA,5,5,21278,5,10639,NA,NA,NA,NA,NA
"1841",1841,526400,"FLINT HILLS TECHNICAL COLLEGE","KS","668015999","Public",99,99,358599,99,180425,105,107,505553,107,253049,NA,NA,NA,NA,NA,2,2,22804,2,11402,NA,NA,NA,NA,NA
"1842",1842,526500,"NORTH CENTRAL KANSAS TECHNICAL COLLEGE","KS","674200000","Public",184,184,666901,184,333453,214,214,982133,214,492603,NA,NA,NA,NA,NA,74,74,751630,74,375829,NA,NA,NA,NA,NA
"1843",1843,526700,"NORTHWEST KANSAS TECHNICAL COLLEGE","KS","677353441","Public",68,68,268026,68,136264,72,73,246724,100,125738,NA,NA,NA,NA,NA,7,7,70245,7,35124,NA,NA,NA,NA,NA
"1844",1844,527100,"SOUTHCENTRAL KENTUCKY COMMUNITY AND TECHNICAL COLLEGE","KY","421013601","Public",360,362,1197858,362,599669,337,343,1307513,343,654241,NA,NA,NA,NA,NA,4,4,24138,4,12069,NA,NA,NA,NA,NA
"1845",1845,527300,"GATEWAY COMMUNITY AND TECHNICAL COLLEGE","KY","410422031","Public",303,303,1008752,303,504391,296,297,1080310,297,540941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846",1846,527600,"CENTRAL MAINE COMMUNITY COLLEGE","ME","42106498","Public",404,404,1342386,404,670613,486,486,2397774,486,1198525,NA,NA,NA,NA,NA,4,4,34902,4,17451,NA,NA,NA,NA,NA
"1847",1847,528800,"KIRKSVILLE AREA TECHNICAL CENTER","MO","635013977","Public",2,2,5000,2,2500,3,3,21000,3,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1848",1848,528900,"WAYNESVILLE CAREER CENTER","MO","655832131","Public",9,9,31500,9,15750,14,14,82568,14,41284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1849",1849,529400,"WAUKESHA COUNTY TECHNICAL COLLEGE","WI","530724601","Public",411,411,1447794,411,367754,491,491,2725720,491,690704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1850",1850,530100,"NORTHEAST WISCONSIN TECHNICAL COLLEGE","WI","543034999","Public",1108,1114,3942960,1114,1972797,1095,1120,5688798,1120,2825494,NA,NA,NA,NA,NA,5,5,29253,5,14627,NA,NA,NA,NA,NA
"1851",1851,530400,"CHIPPEWA VALLEY TECHNICAL COLLEGE","WI","547016162","Public",1058,1068,3637679,1070,1910688,1163,1180,5911453,1183,2967253,NA,NA,NA,NA,NA,4,4,25890,4,12945,NA,NA,NA,NA,NA
"1852",1852,530900,"LAKE AREA TECHNICAL COLLEGE","SD","572010730","Public",786,788,2774845,788,1304467,903,912,3695221,912,1696205,NA,NA,NA,NA,NA,47,47,564484,47,280444,NA,NA,NA,NA,NA
"1853",1853,531000,"PITTSBURGH INSTITUTE OF AERONAUTICS","PA","151222674","Private-Nonprofit",3,3,12673,3,6337,3,3,14132,3,7066,NA,NA,NA,NA,NA,1,1,4888,1,4888,NA,NA,NA,NA,NA
"1854",1854,531300,"NORTH CENTRAL STATE COLLEGE","OH","449061546","Public",272,276,788794,276,198490,204,214,688349,214,172226,NA,NA,NA,NA,NA,6,6,22127,6,6610,NA,NA,NA,NA,NA
"1855",1855,531700,"FORSYTH TECHNICAL COMMUNITY COLLEGE","NC","271035197","Public",940,940,3286607,940,670505,888,889,4597737,889,827640,NA,NA,NA,NA,NA,2,2,15910,4,5306,NA,NA,NA,NA,NA
"1856",1856,532000,"CAPE FEAR COMMUNITY COLLEGE","NC","284013910","Public",425,425,1414090,425,642570,493,493,2021453,493,913269,NA,NA,NA,NA,NA,27,28,230655,28,115329,NA,NA,NA,NA,NA
"1857",1857,533000,"FAYETTE COUNTY CAREER & TECHNICAL INSTITUTE","PA","154010122","Public",7,7,24500,7,12250,7,7,35000,7,17500,NA,NA,NA,NA,NA,1,1,5000,1,2500,NA,NA,NA,NA,NA
"1858",1858,533500,"CENTRAL PENNSYLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY","PA","168238644","Public",37,37,117888,38,59192,62,62,300992,63,145668,NA,NA,NA,NA,NA,4,4,32242,4,13814,NA,NA,NA,NA,NA
"1859",1859,533900,"METRO TECHNOLOGY CENTERS SCHOOL DISTRICT #22","OK","731115240","Public",8,8,27883,8,13942,7,7,45300,7,22650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1860",1860,536500,"YORK COUNTY SCHOOL OF TECHNOLOGY","PA","174024696","Public",43,43,139065,43,69864,54,54,270741,54,136152,NA,NA,NA,NA,NA,1,1,3113,1,1557,NA,NA,NA,NA,NA
"1861",1861,537200,"SOUTH PUGET SOUND COMMUNITY COLLEGE","WA","985126292","Public",218,218,685464,307,296306,236,237,1204750,329,511351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1862",1862,537300,"LAKE WASHINGTON INSTITUTE OF TECHNOLOGY","WA","980348505","Public",104,104,357533,147,191087,114,114,583932,165,278565,NA,NA,NA,NA,NA,2,2,25500,4,17417,NA,NA,NA,NA,NA
"1863",1863,538000,"MID-STATE TECHNICAL COLLEGE","WI","544945512","Public",390,393,1393345,393,696681,166,185,594968,185,297666,NA,NA,NA,NA,NA,1,1,10000,1,5000,NA,NA,NA,NA,NA
"1864",1864,538700,"NORTHCENTRAL TECHNICAL COLLEGE","WI","544011899","Public",598,617,2052225,617,543322,376,453,1526507,453,386720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1865",1865,539000,"BLACKHAWK TECHNICAL COLLEGE","WI","535475009","Public",541,548,1829376,548,481979,328,382,992488,382,399199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1866",1866,542400,"SOUTH CENTRAL CAREER CENTER","MO","657753052","Public",15,15,43050,15,21525,15,15,52608,15,26311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1867",1867,542900,"ROLLA TECHNICAL INSTITUTE CENTER","MO","654013601","Public",34,34,114814,34,57407,21,21,112018,21,56009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1868",1868,543800,"SALINE COUNTY CAREER CENTER","MO","653401698","Public",18,18,56862,18,28432,18,18,92398,18,46200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869",1869,544800,"DURHAM TECHNICAL COMMUNITY COLLEGE","NC","277035023","Public",208,211,713498,211,356753,239,260,1235244,260,617638,NA,NA,NA,NA,NA,1,1,12500,1,6250,NA,NA,NA,NA,NA
"1870",1870,545200,"TETERBORO SCHOOL OF AERONAUTICS","NJ","76081083","Proprietary",11,11,38500,11,19250,10,10,48000,10,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1871",1871,548900,"CENTRAL LOUISIANA TECHNICAL COMMUNITY COLLEGE","LA","713010516","Public",307,307,1087154,307,543857,377,392,1985493,392,991553,NA,NA,NA,NA,NA,2,2,13129,2,6565,NA,NA,NA,NA,NA
"1872",1872,549800,"WICHITA STATE UNIVERSITY CAMPUS OF APPLIED SCIENCES AND TECHNOLOGY","KS","672268101","Public",572,574,1845241,574,806650,566,575,2802020,575,1195181,NA,NA,NA,NA,NA,4,4,42262,4,18024,NA,NA,NA,NA,NA
"1873",1873,549900,"SALINA AREA TECHNICAL COLLEGE","KS","674018195","Public",30,30,103221,30,51611,49,49,264772,49,133262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1874",1874,550000,"MANHATTAN AREA TECHNICAL COLLEGE","KS","665032499","Public",73,73,247758,73,138470,82,82,406604,89,220010,NA,NA,NA,NA,NA,4,4,27766,4,17451,NA,NA,NA,NA,NA
"1875",1875,552500,"SOUTHERN MAINE COMMUNITY COLLEGE","ME","41061698","Public",558,558,1911253,558,952637,596,596,2338301,596,1164929,NA,NA,NA,NA,NA,11,11,106114,11,53057,NA,NA,NA,NA,NA
"1876",1876,553200,"CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER","MO","637037511","Public",11,11,37250,11,18625,9,9,39850,9,19925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1877",1877,553300,"SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE","MN","551021800","Public",620,631,2169771,631,1087030,713,726,4005252,726,2005796,NA,NA,NA,NA,NA,4,4,34045,4,17898,NA,NA,NA,NA,NA
"1878",1878,553400,"ST. CLOUD TECHNICAL AND COMMUNITY COLLEGE","MN","563031240","Public",658,671,2255042,671,1154417,936,967,4749986,967,2429944,NA,NA,NA,NA,NA,8,8,57428,8,28715,NA,NA,NA,NA,NA
"1879",1879,553500,"PINE TECHNICAL AND COMMUNITY COLLEGE","MN","550632198","Public",97,99,356032,99,178020,120,124,710907,124,355463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1880",1880,553700,"SOUTH CENTRAL COLLEGE","MN","560011920","Public",391,412,1301117,412,650577,477,492,2223841,492,1112388,NA,NA,NA,NA,NA,5,5,42341,5,21171,NA,NA,NA,NA,NA
"1881",1881,554100,"MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE","MN","565371000","Public",861,906,2856400,906,1434557,1022,1071,4854748,1071,2393931,NA,NA,NA,NA,NA,6,6,47175,6,23587,NA,NA,NA,NA,NA
"1882",1882,554400,"ALEXANDRIA TECHNICAL AND COMMUNITY COLLEGE","MN","563083799","Public",330,339,1160847,339,593383,433,444,1897181,444,985940,NA,NA,NA,NA,NA,5,5,52339,5,26170,NA,NA,NA,NA,NA
"1883",1883,560100,"ALBANY TECHNICAL COLLEGE","GA","317012648","Public",527,527,1806964,527,374970,182,182,996918,182,206501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1884",1884,562100,"SOUTHERN CRESCENT TECHNICAL COLLEGE","GA","302232097","Public",360,360,1270026,422,570819,350,350,1650697,374,622739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1885",1885,569700,"NORTHWEST - SHOALS COMMUNITY COLLEGE","AL","356623206","Public",395,401,1398986,402,696132,153,169,542770,170,272099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1886",1886,570700,"SOUTHEAST ARKANSAS COLLEGE","AR","716033900","Public",117,118,413742,118,182217,107,108,396815,108,174177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1887",1887,575200,"CLOVER PARK TECHNICAL COLLEGE","WA","984994004","Public",102,103,335698,180,203542,141,141,799211,242,391273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1888",1888,575300,"OWENS COMMUNITY COLLEGE","OH","435510000","Public",1104,1104,3863303,1104,1938378,1254,1254,6175082,1254,3027043,NA,NA,NA,NA,NA,14,14,130579,14,65292,NA,NA,NA,NA,NA
"1889",1889,575700,"LAKE SUPERIOR COLLEGE","MN","558113399","Public",670,701,2315647,701,1161594,794,887,3755712,887,1841982,NA,NA,NA,NA,NA,14,14,147996,14,73999,NA,NA,NA,NA,NA
"1890",1890,575900,"NORTHWEST TECHNICAL COLLEGE - BEMIDJI","MN","566014907","Public",187,200,660486,200,330251,240,270,1266147,270,634609,NA,NA,NA,NA,NA,2,2,20720,2,10360,NA,NA,NA,NA,NA
"1891",1891,576000,"NORTHERN MAINE COMMUNITY COLLEGE","ME","47692016","Public",56,56,201539,56,100769,71,73,343239,73,171618,NA,NA,NA,NA,NA,3,3,32868,3,16433,NA,NA,NA,NA,NA
"1892",1892,576100,"L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE","LA","703953232","Public",503,509,1849172,509,928416,571,604,2923683,604,1465767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1893",1893,576300,"CENTRAL GEORGIA TECHNICAL COLLEGE","GA","310882729","Public",802,802,2471597,806,633694,731,731,2948912,737,740398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1894",1894,613600,"NATIONAL AVIATION ACADEMY - NEW ENGLAND","MA","17422620","Proprietary",83,83,254831,97,138220,84,84,309063,99,167488,NA,NA,NA,NA,NA,19,19,136234,21,72888,NA,NA,NA,NA,NA
"1895",1895,621400,"BLESSING HOSPITAL","IL","623010000","Private-Nonprofit",38,38,154272,38,93078,43,43,175738,43,106860,1,1,6000,1,6000,2,2,17000,2,8500,NA,NA,NA,NA,NA
"1896",1896,622500,"TRINITY COLLEGE OF NURSING & HEALTH SCIENCES","IL","612015317","Private-Nonprofit",66,66,331000,66,149250,75,75,381091,75,186671,11,11,225500,11,112750,3,3,37912,3,20734,1,1,156,1,156
"1897",1897,622800,"METHODIST COLLEGE","IL","616159235","Private-Nonprofit",4,4,21000,8,21000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898",1898,624000,"SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING","IL","616033783","Private-Nonprofit",81,81,377319,81,218690,88,88,343603,88,202344,61,62,806466,62,427254,22,22,403775,22,210811,14,14,223090,14,111550
"1899",1899,625700,"SAINT ELIZABETH SCHOOL OF NURSING","IN","479049988","Private-Nonprofit",54,55,214104,55,110604,68,68,323857,68,166970,NA,NA,NA,NA,NA,16,17,247115,18,140247,NA,NA,NA,NA,NA
"1900",1900,626700,"UNITYPOINT HEALTH-DES MOINES","IA","503091499","Private-Nonprofit",2,2,7000,2,2332,2,2,15000,2,4999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901",1901,627300,"MERCY COLLEGE OF HEALTH SCIENCES","IA","503091239","Private-Nonprofit",404,404,1743197,405,683423,406,406,2181216,407,897039,NA,NA,NA,NA,NA,17,18,267395,18,117416,NA,NA,NA,NA,NA
"1902",1902,630500,"MAINE COLLEGE OF HEALTH PROFESSIONS","ME","42439986","Private-Nonprofit",76,76,267945,76,141348,88,88,498849,88,258210,NA,NA,NA,NA,NA,1,1,4300,1,4300,NA,NA,NA,NA,NA
"1903",1903,632200,"SIGNATURE HEALTHCARE BROCKTON HOSPITAL SCHOOL OF NURSING","MA","23023395","Private-Nonprofit",100,100,413109,100,206556,136,153,862391,153,431198,NA,NA,NA,NA,NA,1,1,25256,1,12628,NA,NA,NA,NA,NA
"1904",1904,632400,"LABOURE COLLEGE","MA","21864253","Private-Nonprofit",588,592,2141249,592,1074394,675,718,4140965,718,2014572,NA,NA,NA,NA,NA,18,18,361254,18,129122,NA,NA,NA,NA,NA
"1905",1905,633100,"LAWRENCE MEMORIAL HOSPITAL, SCHOOL OF NURSING","MA","21551643","Private-Nonprofit",183,183,627425,210,340874,226,226,1294213,271,726515,NA,NA,NA,NA,NA,2,2,28609,3,21198,NA,NA,NA,NA,NA
"1906",1906,638500,"CHAMBERLAIN UNIVERSITY","IL","601010000","Proprietary",8119,8123,33387427,10273,11951495,8627,8662,43082179,11345,15329220,6975,6987,66814900,12958,32028183,165,165,1857596,167,610414,64,64,783771,111,444134
"1907",1907,638900,"GOLDFARB SCHOOL OF NURSING AT BARNES-JEWISH COLLEGE","MO","631101091","Private-Nonprofit",120,121,623316,121,313247,136,137,623239,137,318669,6,6,65778,6,38444,17,17,479442,17,240783,2,2,21600,2,12500
"1908",1908,639900,"BRYAN COLLEGE OF HEALTH SCIENCES","NE","685061398","Private-Nonprofit",285,291,1257264,291,615464,299,308,1107398,308,553635,63,63,1224485,63,473953,35,38,579643,38,278563,18,18,834019,18,304828
"1909",1909,640400,"NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH","NE","681142852","Private-Nonprofit",426,429,1584161,429,916035,484,493,2270467,493,1314129,182,186,2114887,186,1389182,90,90,898934,90,519945,37,40,310083,40,200597
"1910",1910,641700,"HOLY NAME MEDICAL CENTER SCHOOL OF NURSING","NJ","76320000","Private-Nonprofit",84,84,323516,84,161761,112,112,704962,112,352484,NA,NA,NA,NA,NA,8,8,94330,8,47168,NA,NA,NA,NA,NA
"1911",1911,642100,"JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCHOOLS","NJ","70613399","Private-Nonprofit",29,29,127663,44,93413,40,40,256937,60,191887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1912",1912,643500,"ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY","NY","149051676","Private-Nonprofit",11,11,40175,11,19171,12,12,47195,12,22431,NA,NA,NA,NA,NA,1,1,8000,1,4000,NA,NA,NA,NA,NA
"1913",1913,643800,"PHILLIPS SCHOOL OF NURSING AT MOUNT SINAI BETH ISRAEL","NY","100016354","Private-Nonprofit",77,77,363182,79,231182,97,103,615863,110,440329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1914",1914,644500,"BILL AND SANDRA POMEROY COLLEGE OF NURSING AT CROUSE HOSPITAL","NY","132101690","Private-Nonprofit",125,125,484917,125,250320,166,167,850052,167,425888,NA,NA,NA,NA,NA,2,2,20500,2,10250,NA,NA,NA,NA,NA
