OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
375400,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,VA,240612000,Public,"7,334","7,648","$31,777,184.00 ","7,648","$16,213,811.00 ","8,989","9,289","$34,010,111.00 ","9,289","$17,404,442.00 ","1,222","1,249","$30,561,178.00 ","1,249","$15,641,813.00 ","1,891","1,931","$41,274,127.00 ","1,931","$21,069,217.00 ",242,249,"$5,320,373.00 ",249,"$2,711,824.00 "
376200,VIRGINIA UNIVERSITY OF LYNCHBURG,VA,245016400,Private-Nonprofit,24,24,"$105,250.00 ",24,"$51,750.00 ",27,27,"$89,541.00 ",31,"$43,216.00 ",24,24,"$432,114.00 ",24,"$142,851.00 ",4,4,"$17,112.00 ",5,"$9,588.00 ",1,1,"$19,848.00 ",1,"$6,616.00 "
376400,VIRGINIA STATE UNIVERSITY,VA,238060001,Public,"2,090","2,091","$8,993,186.00 ","2,096","$4,504,196.00 ","2,034","2,737","$7,158,741.00 ","2,742","$3,582,744.00 ",207,208,"$4,020,126.00 ",210,"$2,016,155.00 ",506,515,"$8,404,755.00 ",552,"$4,320,386.00 ",22,26,"$247,283.00 ",27,"$123,872.00 "
376500,NORFOLK STATE UNIVERSITY,VA,235048000,Public,"2,939","2,939","$11,906,218.00 ","2,939","$5,953,327.00 ","2,940","3,215","$10,461,106.00 ","3,215","$5,248,518.00 ",283,283,"$5,252,847.00 ",283,"$2,636,524.00 ",536,536,"$9,266,058.00 ",536,"$4,647,272.00 ",21,21,"$259,889.00 ",21,"$134,213.00 "
376600,VIRGINIA UNION UNIVERSITY,VA,232201711,Private-Nonprofit,87,87,"$402,182.00 ",87,"$201,091.00 ",91,107,"$280,667.00 ",107,"$140,333.00 ",73,73,"$1,463,592.00 ",121,"$664,816.00 ",-,-, -,-, -,5,5,"$130,480.00 ",7,"$63,940.00 "
376700,VIRGINIA WESLEYAN UNIVERSITY,VA,234550000,Private-Nonprofit,571,571,"$2,622,203.00 ",571,"$1,305,244.00 ",656,696,"$2,604,965.00 ",696,"$1,302,078.00 ",17,17,"$314,059.00 ",17,"$112,325.00 ",217,218,"$3,512,388.00 ",220,"$1,849,695.00 ",-,-, -,-, -
376800,WASHINGTON AND LEE UNIVERSITY,VA,244500303,Private-Nonprofit,114,115,"$382,827.00 ",115,"$191,097.00 ",230,231,"$1,178,469.00 ",231,"$590,818.00 ",208,211,"$4,116,022.00 ",211,"$2,058,012.00 ",100,100,"$3,321,227.00 ",100,"$1,661,459.00 ",150,166,"$3,132,037.00 ",166,"$1,566,525.00 "
376900,BELLEVUE COLLEGE,WA,980076484,Public,210,215,"$706,644.00 ",285,"$356,526.00 ",218,223,"$1,175,038.00 ",291,"$590,339.00 ",-,-, -,-, -,3,3,"$35,863.00 ",3,"$11,954.00 ",-,-, -,-, -
377000,BIG BEND COMMUNITY COLLEGE,WA,988373299,Public,42,43,"$150,233.00 ",52,"$60,784.00 ",47,47,"$204,200.00 ",53,"$79,311.00 ",-,-, -,-, -,3,3,"$63,000.00 ",3,"$18,500.00 ",-,-, -,-, -
377100,CENTRAL WASHINGTON UNIVERSITY,WA,989267501,Public,"2,436","2,438","$10,239,161.00 ","2,439","$3,502,479.00 ","2,740","2,788","$12,640,766.00 ","2,792","$4,305,818.00 ",243,246,"$3,748,306.00 ",253,"$1,269,230.00 ",813,815,"$11,643,118.00 ",816,"$3,920,133.00 ",16,16,"$144,572.00 ",16,"$43,993.00 "
377300,CLARK COLLEGE,WA,986633598,Public,107,107,"$410,621.00 ",184,"$182,002.00 ",100,100,"$535,364.00 ",172,"$237,471.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
377400,COLUMBIA BASIN COLLEGE,WA,993013379,Public,119,119,"$402,870.00 ",119,"$147,168.00 ",126,126,"$606,663.00 ",126,"$225,414.00 ",-,-, -,-, -,2,2,"$13,610.00 ",2,"$4,537.00 ",-,-, -,-, -
377500,EASTERN WASHINGTON UNIVERSITY,WA,990042444,Public,"1,970","1,980","$8,145,117.00 ","1,980","$2,843,802.00 ","2,158","2,234","$10,284,813.00 ","2,234","$3,590,651.00 ",873,913,"$15,358,607.00 ",913,"$5,755,397.00 ",104,106,"$1,102,875.00 ",106,"$378,776.00 ",60,72,"$786,947.00 ",72,"$343,694.00 "
377600,EVERETT COMMUNITY COLLEGE,WA,982011352,Public,197,201,"$602,345.00 ",287,"$313,171.00 ",209,212,"$976,073.00 ",289,"$436,936.00 ",-,-, -,-, -,1,1,"$12,000.00 ",2,"$6,000.00 ",-,-, -,-, -
377700,HERITAGE UNIVERSITY,WA,989489562,Private-Nonprofit,297,297,"$1,116,847.00 ",297,"$588,037.00 ",192,192,"$981,077.00 ",192,"$494,907.00 ",137,137,"$2,580,264.00 ",137,"$1,222,472.00 ",5,5,"$59,410.00 ",5,"$24,898.00 ",79,79,"$2,357,637.00 ",79,"$1,101,072.00 "
377800,GONZAGA UNIVERSITY,WA,992580083,Private-Nonprofit,"1,247","1,247","$5,736,202.00 ","1,247","$2,924,077.00 ","1,587","1,597","$6,235,882.00 ","1,597","$3,167,334.00 ","1,205","1,205","$22,143,624.00 ","1,205","$9,455,488.00 ",384,390,"$10,136,740.00 ",390,"$5,094,112.00 ",335,336,"$7,112,616.00 ",336,"$3,285,438.00 "
377900,GRAYS HARBOR COLLEGE,WA,985207599,Public,18,18,"$62,500.00 ",24,"$23,233.00 ",22,22,"$104,398.00 ",30,"$36,665.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
378000,GREEN RIVER COLLEGE,WA,980923622,Public,282,282,"$1,040,284.00 ",282,"$299,113.00 ",276,276,"$1,476,925.00 ",276,"$412,604.00 ",-,-, -,-, -,4,4,"$60,893.00 ",4,"$17,858.00 ",-,-, -,-, -
378100,HIGHLINE COLLEGE,WA,981989800,Public,11,11,"$39,734.00 ",11,"$12,410.00 ",11,11,"$55,108.00 ",11,"$16,204.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
378200,LOWER COLUMBIA COLLEGE,WA,986320310,Public,129,129,"$503,546.00 ",192,"$209,393.00 ",143,143,"$845,374.00 ",212,"$354,856.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
378300,NORTHWEST UNIVERSITY,WA,980337523,Private-Nonprofit,637,637,"$2,812,761.00 ",637,"$1,385,558.00 ",730,734,"$3,224,600.00 ",734,"$1,613,827.00 ",240,240,"$5,004,319.00 ",240,"$1,892,419.00 ",34,34,"$507,330.00 ",34,"$287,128.00 ",41,41,"$533,882.00 ",41,"$260,572.00 "
378400,OLYMPIC COLLEGE,WA,983371600,Public,11,11,"$44,500.00 ",11,"$13,000.00 ",12,12,"$72,406.00 ",12,"$22,203.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
378500,PACIFIC LUTHERAN UNIVERSITY,WA,984470003,Private-Nonprofit,752,760,"$3,351,534.00 ",760,"$1,703,696.00 ",779,810,"$2,929,571.00 ",810,"$1,499,315.00 ",75,75,"$1,331,292.00 ",75,"$736,099.00 ",179,180,"$2,912,736.00 ",180,"$1,498,594.00 ",29,33,"$468,453.00 ",33,"$258,012.00 "
378600,PENINSULA COLLEGE,WA,983626660,Public,46,46,"$168,890.00 ",61,"$69,929.00 ",54,54,"$269,285.00 ",69,"$105,415.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
378800,SEATTLE PACIFIC UNIVERSITY,WA,981191997,Private-Nonprofit,973,"1,006","$4,433,865.00 ","1,006","$1,514,256.00 ","1,131","1,158","$4,191,490.00 ","1,158","$1,423,855.00 ",114,116,"$2,315,666.00 ",116,"$773,314.00 ",187,187,"$4,041,704.00 ",187,"$1,347,752.00 ",23,23,"$384,049.00 ",23,"$129,997.00 "
379000,SEATTLE UNIVERSITY,WA,981221090,Private-Nonprofit,"1,046","1,046","$4,908,607.00 ","1,046","$1,652,333.00 ","1,152","1,156","$4,521,466.00 ","1,156","$1,524,147.00 ",849,851,"$15,190,665.00 ",855,"$6,415,081.00 ",214,217,"$5,666,053.00 ",217,"$1,920,151.00 ",391,422,"$11,334,933.00 ",423,"$5,641,663.00 "
379100,SHORELINE COMMUNITY COLLEGE,WA,981335696,Public,89,89,"$287,090.00 ",89,"$126,195.00 ",94,94,"$446,363.00 ",94,"$176,605.00 ",-,-, -,-, -,3,3,"$27,245.00 ",3,"$9,082.00 ",-,-, -,-, -
379200,SKAGIT VALLEY COLLEGE,WA,982735899,Public,87,87,"$292,894.00 ",119,"$130,787.00 ",105,106,"$533,690.00 ",142,"$225,776.00 ",-,-, -,-, -,4,4,"$39,744.00 ",5,"$16,582.00 ",-,-, -,-, -
379300,SPOKANE COMMUNITY COLLEGE,WA,992075399,Public,"1,025","1,043","$3,254,192.00 ","1,341","$1,403,590.00 ",986,"1,010","$4,773,924.00 ","1,278","$1,985,620.00 ",-,-, -,-, -,2,2,"$17,000.00 ",2,"$5,666.00 ",-,-, -,-, -
379400,SAINT MARTIN'S UNIVERSITY,WA,985037500,Private-Nonprofit,311,312,"$1,436,301.00 ",312,"$724,708.00 ",388,393,"$1,594,310.00 ",393,"$805,272.00 ",39,39,"$667,627.00 ",39,"$369,415.00 ",68,68,"$1,224,300.00 ",68,"$620,219.00 ",4,4,"$50,546.00 ",4,"$24,620.00 "
379600,TACOMA COMMUNITY COLLEGE,WA,984666100,Public,324,325,"$1,118,142.00 ",325,"$380,215.00 ",333,335,"$1,890,088.00 ",335,"$639,309.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
379700,UNIVERSITY OF PUGET SOUND,WA,984160001,Private-Nonprofit,525,525,"$2,342,094.00 ",525,"$1,194,508.00 ",617,624,"$2,370,700.00 ",624,"$1,202,864.00 ",170,170,"$3,148,283.00 ",170,"$1,628,652.00 ",128,128,"$1,575,953.00 ",128,"$1,422,175.00 ",153,153,"$3,710,897.00 ",153,"$2,158,166.00 "
379800,UNIVERSITY OF WASHINGTON,WA,981951122,Public,"3,901","3,901","$15,298,087.00 ","3,914","$5,242,386.00 ","3,890","3,890","$18,141,831.00 ","3,905","$6,198,028.00 ","2,806","2,806","$63,680,485.00 ","2,826","$22,107,151.00 ","1,013","1,035","$24,579,886.00 ","1,035","$8,259,461.00 ","2,206","2,600","$45,070,636.00 ","2,600","$15,599,276.00 "
379900,WALLA WALLA UNIVERSITY,WA,993241198,Private-Nonprofit,584,584,"$2,533,794.00 ",584,"$870,896.00 ",720,726,"$2,720,968.00 ",728,"$932,149.00 ",130,130,"$2,481,189.00 ",130,"$882,158.00 ",49,51,"$912,614.00 ",52,"$317,361.00 ",56,57,"$1,216,344.00 ",57,"$447,699.00 "
380000,WASHINGTON STATE UNIVERSITY,WA,991641035,Public,"5,257","5,325","$22,366,156.00 ","5,326","$11,579,063.00 ","6,003","6,238","$27,588,752.00 ","6,246","$14,174,872.00 ","1,823","1,939","$46,987,607.00 ","1,942","$22,427,995.00 ","2,080","2,094","$37,234,548.00 ","2,094","$18,954,958.00 ",821,984,"$7,944,067.00 ",986,"$3,772,751.00 "
380100,WENATCHEE VALLEY COLLEGE,WA,988011799,Public,47,47,"$162,315.00 ",48,"$59,823.00 ",54,54,"$307,621.00 ",54,"$95,469.00 ",-,-, -,-, -,1,1,"$5,557.00 ",1,"$1,478.00 ",-,-, -,-, -
380200,WESTERN WASHINGTON UNIVERSITY,WA,982255946,Public,"2,050","2,050","$8,616,285.00 ","2,054","$3,107,601.00 ","2,312","2,318","$9,884,132.00 ","2,321","$3,595,216.00 ",169,169,"$2,568,009.00 ",170,"$974,758.00 ",361,361,"$6,065,135.00 ",363,"$2,042,136.00 ",35,35,"$257,053.00 ",36,"$84,420.00 "
380300,WHITMAN COLLEGE,WA,993622067,Private-Nonprofit,258,258,"$1,116,317.00 ",258,"$555,833.00 ",249,250,"$764,792.00 ",250,"$384,198.00 ",-,-, -,-, -,28,28,"$627,543.00 ",28,"$324,404.00 ",-,-, -,-, -
380400,WHITWORTH UNIVERSITY,WA,992510001,Private-Nonprofit,"1,001","1,004","$4,390,785.00 ","1,005","$2,176,415.00 ","1,139","1,145","$4,429,226.00 ","1,147","$2,168,613.00 ",139,143,"$2,526,061.00 ",145,"$1,094,645.00 ",164,164,"$3,307,611.00 ",164,"$1,696,257.00 ",9,9,"$73,360.00 ",9,"$32,671.00 "
380500,YAKIMA VALLEY COLLEGE,WA,989072520,Public,212,212,"$822,255.00 ",212,"$266,198.00 ",226,226,"$1,244,356.00 ",226,"$402,833.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
380600,ALDERSON BROADDUS UNIVERSITY,WV,264161051,Private-Nonprofit,443,443,"$1,863,964.00 ",443,"$932,853.00 ",494,527,"$1,664,901.00 ",527,"$837,106.00 ",32,32,"$656,000.00 ",32,"$328,000.00 ",98,98,"$1,312,609.00 ",98,"$669,246.00 ",29,29,"$831,494.00 ",29,"$418,257.00 "
380800,BETHANY COLLEGE,WV,260320417,Private-Nonprofit,216,216,"$904,694.00 ",216,"$452,353.00 ",294,317,"$1,204,848.00 ",317,"$601,533.00 ",-,-, -,-, -,89,92,"$1,100,604.00 ",95,"$555,809.00 ",-,-, -,-, -
380900,BLUEFIELD STATE COLLEGE,WV,247012198,Public,447,447,"$1,866,708.00 ",447,"$934,084.00 ",454,456,"$2,350,412.00 ",460,"$1,174,493.00 ",-,-, -,-, -,12,12,"$104,165.00 ",12,"$52,083.00 ",-,-, -,-, -
381000,CONCORD UNIVERSITY,WV,247120000,Public,490,506,"$1,785,201.00 ",506,"$931,555.00 ",554,596,"$2,384,365.00 ",596,"$1,227,094.00 ",179,190,"$1,908,683.00 ",190,"$999,262.00 ",80,86,"$764,680.00 ",86,"$398,168.00 ",4,4,"$29,696.00 ",4,"$14,848.00 "
381100,DAVIS & ELKINS COLLEGE,WV,262413996,Private-Nonprofit,348,348,"$1,449,552.00 ",348,"$712,828.00 ",413,413,"$1,699,324.00 ",413,"$836,696.00 ",-,-, -,-, -,50,51,"$478,372.00 ",51,"$242,002.00 ",-,-, -,-, -
381200,FAIRMONT STATE UNIVERSITY,WV,265542470,Public,"1,072","1,078","$4,334,622.00 ","1,079","$2,178,195.00 ","1,332","1,343","$6,347,608.00 ","1,343","$3,191,387.00 ",106,108,"$1,604,944.00 ",108,"$806,274.00 ",169,170,"$1,816,188.00 ",170,"$944,752.00 ",11,11,"$39,452.00 ",11,"$19,726.00 "
381300,GLENVILLE STATE COLLEGE,WV,263511200,Public,376,376,"$1,526,988.00 ",376,"$762,888.00 ",418,460,"$1,473,812.00 ",460,"$742,419.00 ",-,-, -,-, -,39,39,"$399,118.00 ",39,"$199,564.00 ",-,-, -,-, -
381500,MARSHALL UNIVERSITY,WV,257553300,Public,"2,425","2,460","$9,949,838.00 ","2,460","$5,187,075.00 ","2,729","2,930","$12,191,090.00 ","2,930","$6,314,837.00 ","1,425","1,452","$26,323,981.00 ","1,452","$14,074,431.00 ",360,375,"$4,721,746.00 ",375,"$2,393,912.00 ",532,551,"$6,256,405.00 ",551,"$3,033,185.00 "
381600,SOUTHERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,WV,256372900,Public,236,236,"$850,047.00 ",236,"$425,803.00 ",283,305,"$1,115,407.00 ",305,"$558,117.00 ",-,-, -,-, -,-,-, -,-, -,-,-, -,-, -
381800,UNIVERSITY OF CHARLESTON,WV,253041099,Private-Nonprofit,575,575,"$1,987,506.00 ",590,"$1,040,836.00 ",665,694,"$2,237,476.00 ",710,"$1,185,469.00 ",203,203,"$4,703,546.00 ",204,"$2,407,959.00 ",92,93,"$1,196,044.00 ",93,"$638,950.00 ",97,101,"$2,113,494.00 ",101,"$1,073,753.00 "
381900,OHIO VALLEY UNIVERSITY,WV,261058000,Private-Nonprofit,75,75,"$328,730.00 ",75,"$166,366.00 ",87,88,"$320,223.00 ",88,"$160,101.00 ",3,3,"$17,790.00 ",3,"$11,790.00 ",14,14,"$132,345.00 ",14,"$74,173.00 ",-,-, -,-, -
382000,SALEM UNIVERSITY,WV,264260500,Proprietary,279,279,"$1,028,815.00 ",290,"$536,075.00 ",306,315,"$1,273,507.00 ",329,"$666,670.00 ",67,68,"$808,635.00 ",77,"$434,175.00 ",46,46,"$562,537.00 ",46,"$279,447.00 ",-,-, -,-, -
382200,SHEPHERD UNIVERSITY,WV,254435000,Public,770,780,"$3,052,201.00 ",780,"$1,597,634.00 ","1,030","1,077","$4,663,535.00 ","1,077","$2,444,918.00 ",75,77,"$1,195,291.00 ",77,"$622,483.00 ",168,169,"$2,122,002.00 ",169,"$1,130,162.00 ",3,3,"$11,677.00 ",3,"$6,779.00 "
382300,WEST LIBERTY UNIVERSITY,WV,260740295,Public,729,746,"$3,161,236.00 ",746,"$1,601,357.00 ",894,961,"$3,636,418.00 ",961,"$1,836,354.00 ",149,156,"$2,329,382.00 ",156,"$1,172,286.00 ",192,202,"$2,506,877.00 ",205,"$1,267,384.00 ",6,6,"$69,236.00 ",6,"$40,222.00 "
382600,WEST VIRGINIA STATE UNIVERSITY,WV,251120000,Public,603,603,"$2,554,126.00 ",623,"$1,310,879.00 ",615,615,"$2,936,540.00 ",639,"$1,504,540.00 ",59,59,"$1,033,922.00 ",65,"$504,382.00 ",110,110,"$1,063,874.00 ",113,"$533,341.00 ",27,27,"$148,550.00 ",28,"$59,018.00 "
382700,WEST VIRGINIA UNIVERSITY,WV,265066201,Public,"6,853","6,865","$28,557,745.00 ","6,867","$14,590,896.00 ","9,172","9,429","$35,304,085.00 ","9,434","$18,025,736.00 ","2,321","2,326","$48,200,074.00 ","2,327","$24,518,725.00 ","1,897","1,945","$36,931,513.00 ","1,947","$19,338,638.00 ",434,445,"$8,242,945.00 ",446,"$4,416,986.00 "
382800,WEST VIRGINIA UNIVERSITY - PARKERSBURG,WV,261019577,Public,400,404,"$1,476,444.00 ",404,"$738,261.00 ",436,462,"$2,271,124.00 ",462,"$1,135,950.00 ",-,-, -,-, -,1,1,"$11,740.00 ",1,"$5,870.00 ",-,-, -,-, -
383000,WEST VIRGINIA WESLEYAN COLLEGE,WV,262012600,Private-Nonprofit,429,429,"$1,778,317.00 ",429,"$891,225.00 ",561,596,"$2,271,926.00 ",600,"$1,144,064.00 ",38,38,"$464,489.00 ",40,"$239,412.00 ",99,99,"$1,154,624.00 ",99,"$504,631.00 ",-,-, -,-, -
383100,WHEELING UNIVERSITY,WV,260036243,Private-Nonprofit,299,300,"$1,154,636.00 ",300,"$589,458.00 ",399,427,"$1,424,472.00 ",427,"$739,952.00 ",54,54,"$932,909.00 ",54,"$522,909.00 ",77,86,"$890,625.00 ",86,"$451,027.00 ",28,28,"$550,571.00 ",29,"$301,217.00 "
383200,ALVERNO COLLEGE,WI,532343922,Private-Nonprofit,575,584,"$2,482,497.00 ",584,"$1,335,070.00 ",577,600,"$2,274,516.00 ",600,"$1,268,245.00 ",484,487,"$7,741,751.00 ",487,"$4,180,458.00 ",44,48,"$715,394.00 ",48,"$383,873.00 ",72,81,"$1,381,041.00 ",81,"$746,751.00 "
383500,BELOIT COLLEGE,WI,535115595,Private-Nonprofit,317,317,"$1,460,347.00 ",317,"$732,734.00 ",352,352,"$1,139,859.00 ",352,"$569,678.00 ",-,-, -,-, -,38,38,"$562,340.00 ",38,"$273,203.00 ",-,-, -,-, -
383700,CARDINAL STRITCH UNIVERSITY,WI,532179884,Private-Nonprofit,234,236,"$1,027,815.00 ",236,"$538,279.00 ",262,271,"$1,089,020.00 ",271,"$582,037.00 ",77,80,"$1,123,233.00 ",80,"$595,165.00 ",11,12,"$161,197.00 ",12,"$80,598.00 ",1,1,"$17,129.00 ",1,"$8,565.00 "
383800,CARROLL UNIVERSITY,WI,531865593,Private-Nonprofit,"1,270","1,270","$5,452,139.00 ","1,276","$2,768,154.00 ","1,620","1,623","$6,373,543.00 ","1,645","$3,232,748.00 ",86,86,"$1,157,568.00 ",86,"$637,149.00 ",171,172,"$2,912,910.00 ",175,"$1,472,794.00 ",4,4,"$60,587.00 ",4,"$32,711.00 "
383900,CARTHAGE COLLEGE,WI,531401994,Private-Nonprofit,"1,241","1,242","$5,412,077.00 ","1,242","$2,714,857.00 ","1,540","1,611","$5,545,947.00 ","1,611","$2,778,320.00 ",31,31,"$579,649.00 ",31,"$260,014.00 ",297,307,"$5,477,581.00 ",312,"$2,806,992.00 ",4,4,"$72,950.00 ",4,"$36,475.00 "
384000,WESTERN TECHNICAL COLLEGE,WI,546010908,Public,615,617,"$2,119,599.00 ",617,"$905,354.00 ",644,647,"$3,109,375.00 ",647,"$1,301,594.00 ",-,-, -,-, -,8,8,"$57,411.00 ",8,"$26,823.00 ",-,-, -,-, -
384200,CONCORDIA UNIVERSITY,WI,530972402,Private-Nonprofit,"1,609","1,610","$6,979,855.00 ","1,610","$3,523,249.00 ","1,940","1,941","$7,893,402.00 ","1,941","$3,999,257.00 ","1,183","1,185","$19,055,154.00 ","1,185","$9,548,909.00 ",231,231,"$3,945,987.00 ",231,"$2,042,666.00 ",238,241,"$4,780,988.00 ",241,"$2,235,326.00 "
384800,EDGEWOOD COLLEGE,WI,537111958,Private-Nonprofit,646,650,"$2,740,296.00 ",650,"$1,410,703.00 ",716,754,"$2,760,598.00 ",754,"$1,423,015.00 ",218,220,"$3,256,526.00 ",220,"$1,677,258.00 ",68,68,"$1,342,079.00 ",68,"$689,587.00 ",13,13,"$177,544.00 ",13,"$83,489.00 "
385400,LAKELAND UNIVERSITY,WI,530734878,Private-Nonprofit,704,705,"$2,913,665.00 ",705,"$1,358,858.00 ",791,828,"$3,724,705.00 ",828,"$1,723,019.00 ",219,223,"$3,729,231.00 ",223,"$1,535,847.00 ",66,68,"$896,992.00 ",68,"$471,597.00 ",3,3,"$38,628.00 ",3,"$12,876.00 "
385600,LAWRENCE UNIVERSITY OF WISCONSIN,WI,549110000,Private-Nonprofit,511,512,"$2,212,652.00 ",512,"$755,384.00 ",559,572,"$1,931,704.00 ",572,"$661,758.00 ",-,-, -,-, -,51,53,"$950,926.00 ",53,"$319,643.00 ",-,-, -,-, -
386100,MARIAN UNIVERSITY,WI,549354699,Private-Nonprofit,618,623,"$2,603,522.00 ",623,"$1,339,383.00 ",694,731,"$2,642,880.00 ",731,"$1,380,181.00 ",98,100,"$922,735.00 ",100,"$814,197.00 ",96,97,"$1,252,067.00 ",97,"$649,572.00 ",4,4,"$40,716.00 ",4,"$40,716.00 "
386300,MARQUETTE UNIVERSITY,WI,532011881,Private-Nonprofit,"2,319","2,370","$10,366,049.00 ","2,370","$5,363,931.00 ","2,581","2,695","$8,922,453.00 ","2,695","$4,555,377.00 ","1,670","1,722","$38,458,345.00 ","1,722","$19,663,480.00 ",807,842,"$18,956,486.00 ",842,"$9,825,105.00 ","1,003","1,062","$29,360,926.00 ","1,062","$14,880,557.00 "
386800,MILWAUKEE SCHOOL OF ENGINEERING,WI,532023109,Private-Nonprofit,"1,150","1,159","$5,095,049.00 ","1,159","$1,741,985.00 ","1,305","1,333","$4,843,313.00 ","1,333","$1,653,958.00 ",41,41,"$700,992.00 ",41,"$281,463.00 ",144,147,"$2,977,449.00 ",147,"$1,016,069.00 ",6,7,"$196,835.00 ",7,"$52,116.00 "
386900,MOUNT MARY UNIVERSITY,WI,532224597,Private-Nonprofit,347,347,"$1,556,502.00 ",347,"$783,416.00 ",307,315,"$1,139,277.00 ",315,"$577,419.00 ",218,218,"$4,213,357.00 ",218,"$2,104,713.00 ",28,28,"$404,853.00 ",28,"$222,769.00 ",21,21,"$232,611.00 ",21,"$129,062.00 "
387400,NASHOTAH HOUSE,WI,530589793,Private-Nonprofit,-,-, -,-, -,-,-, -,-, -,4,4,"$58,152.00 ",4,"$29,076.00 ",-,-, -,-, -,-,-, -,-, -
387500,NORTHLAND COLLEGE,WI,548063999,Private-Nonprofit,262,262,"$1,178,014.00 ",262,"$589,759.00 ",303,310,"$1,068,461.00 ",310,"$539,569.00 ",-,-, -,-, -,31,31,"$419,802.00 ",31,"$217,663.00 ",-,-, -,-, -
388400,RIPON COLLEGE,WI,549710248,Private-Nonprofit,502,502,"$2,126,543.00 ",502,"$1,063,649.00 ",569,584,"$1,896,806.00 ",584,"$949,693.00 ",-,-, -,-, -,56,56,"$407,827.00 ",56,"$313,382.00 ",-,-, -,-, -
389200,SAINT NORBERT COLLEGE,WI,541152099,Private-Nonprofit,788,793,"$3,566,464.00 ",793,"$1,809,757.00 ",922,948,"$3,223,835.00 ",948,"$1,626,987.00 ",3,3,"$13,566.00 ",3,"$13,566.00 ",164,168,"$3,227,146.00 ",168,"$1,632,466.00 ",-,-, -,-, -
389500,UNIVERSITY OF WISCONSIN - MADISON,WI,537061380,Public,"4,034","4,061","$17,239,807.00 ","4,061","$8,817,986.00 ","5,675","5,866","$24,400,302.00 ","5,866","$12,375,078.00 ","2,741","2,793","$69,904,836.00 ","2,793","$35,369,999.00 ",544,553,"$13,012,008.00 ",553,"$6,760,660.00 ",466,475,"$8,768,802.00 ",475,"$4,521,665.00 "
389600,UNIVERSITY OF WISCONSIN - MILWAUKEE,WI,532113165,Public,"6,063","6,199","$24,939,849.00 ","6,223","$12,762,371.00 ","6,739","6,974","$29,914,619.00 ","7,002","$15,325,351.00 ","1,474","1,499","$25,221,279.00 ","1,517","$12,966,049.00 ",458,460,"$6,280,280.00 ",463,"$3,226,463.00 ",89,89,"$1,292,511.00 ",92,"$721,723.00 "
389900,UNIVERSITY OF WISCONSIN - GREEN BAY,WI,543117001,Public,"1,864","1,897","$7,009,286.00 ","1,897","$3,606,478.00 ","2,114","2,241","$9,610,935.00 ","2,241","$4,959,144.00 ",173,179,"$2,452,669.00 ",179,"$1,230,915.00 ",101,101,"$965,032.00 ",101,"$509,219.00 ",3,3,"$15,099.00 ",3,"$5,819.00 "
391100,VITERBO UNIVERSITY,WI,546014777,Private-Nonprofit,738,750,"$3,169,333.00 ",750,"$1,642,469.00 ",779,818,"$3,091,793.00 ",818,"$1,600,829.00 ",228,234,"$3,046,469.00 ",234,"$1,553,529.00 ",230,234,"$3,367,129.00 ",234,"$1,732,302.00 ",18,21,"$129,106.00 ",21,"$61,316.00 "
391500,UNIVERSITY OF WISCONSIN - STOUT,WI,547510790,Public,"1,750","1,756","$7,167,708.00 ","1,756","$3,679,419.00 ","2,301","2,331","$10,093,878.00 ","2,331","$5,193,227.00 ",285,291,"$3,669,062.00 ",291,"$1,919,026.00 ",105,106,"$1,059,979.00 ",106,"$539,043.00 ",5,5,"$56,072.00 ",5,"$28,036.00 "
391700,UNIVERSITY OF WISCONSIN - EAU CLAIRE,WI,547024004,Public,"2,449","2,450","$9,975,279.00 ","2,459","$5,179,548.00 ","3,208","3,225","$13,742,892.00 ","3,233","$7,076,645.00 ",178,179,"$2,711,975.00 ",179,"$1,370,316.00 ",123,123,"$1,142,201.00 ",124,"$586,378.00 ",-,-, -,-, -
391900,UNIVERSITY OF WISCONSIN - LACROSSE,WI,546013742,Public,"2,050","2,090","$7,805,944.00 ","2,090","$4,035,881.00 ","3,220","3,353","$14,902,875.00 ","3,353","$7,638,827.00 ",421,447,"$4,841,494.00 ",447,"$2,623,929.00 ",304,308,"$3,203,775.00 ",308,"$1,634,138.00 ",34,36,"$468,290.00 ",36,"$243,547.00 "
